System,Mol Mass,Mol Frac,Melt(K),Boil(K),rho_a,rho_b,mu1_a,mu1_b,mu2_a,mu2_b,mu2_c,k_a,k_b,cp_a,cp_b,Composition,polarizability_element[10-24Cm3],atomic_mass_element,electronegativity_element,ionic_charge_element,atomic_radius_element[Angstrom],ionic_radius_element[Angstrom],covalent_radius_element[Angstrom],first_ionization_energy[kJ_per_mol],symbol,atomic_radius_components[Angstrom],ionic_polarizability_sum_components,ionic_polarizability_mean_components
K2CO3-LiF,NaN,0.3-0.7,,,2.328,0.000448,,,,,,,,,,"{'K': 0.1875, 'C': 0.09375, 'O': 0.28125, 'Li': 0.21875, 'F': 0.21875}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Li': 24.3, 'F': 0.557}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Li': 6.941, 'F': 18.998}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Li': 0.98, 'F': 3.98}","{'K': '1+', 'C': '4+', 'O': '2-', 'Li': '1+', 'F': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Li': 1.67, 'F': 0.42}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Li': 1.45, 'F': 0.5}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Li': 1.34, 'F': 0.71}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Li': 520.2, 'F': 1681.0}","{'K': 'K', 'C': 'C', 'O': 'O', 'Li': 'Li', 'F': 'F'}",9.06,97.62163645833333,12.202704557291666
K2CO3-LiF,NaN,0.4-0.6,,,2.423,0.000519,,,,,,,,,,"{'K': 0.22222222222222224, 'C': 0.11111111111111112, 'O': 0.33333333333333337, 'Li': 0.16666666666666666, 'F': 0.16666666666666666}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Li': 24.3, 'F': 0.557}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Li': 6.941, 'F': 18.998}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Li': 0.98, 'F': 3.98}","{'K': '1+', 'C': '4+', 'O': '2-', 'Li': '1+', 'F': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Li': 1.67, 'F': 0.42}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Li': 1.45, 'F': 0.5}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Li': 1.34, 'F': 0.71}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Li': 520.2, 'F': 1681.0}","{'K': 'K', 'C': 'C', 'O': 'O', 'Li': 'Li', 'F': 'F'}",9.06,97.62163645833333,12.202704557291666
K2CO3-LiF,NaN,0.5-0.5,,,2.411,0.000493,,,,,,,,,,"{'K': 0.25, 'C': 0.125, 'O': 0.375, 'Li': 0.125, 'F': 0.125}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Li': 24.3, 'F': 0.557}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Li': 6.941, 'F': 18.998}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Li': 0.98, 'F': 3.98}","{'K': '1+', 'C': '4+', 'O': '2-', 'Li': '1+', 'F': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Li': 1.67, 'F': 0.42}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Li': 1.45, 'F': 0.5}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Li': 1.34, 'F': 0.71}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Li': 520.2, 'F': 1681.0}","{'K': 'K', 'C': 'C', 'O': 'O', 'Li': 'Li', 'F': 'F'}",9.06,97.62163645833333,12.202704557291666
K2CO3-LiF,NaN,0.6-0.4,,,2.417,0.0005,,,,,,,,,,"{'K': 0.27272727272727276, 'C': 0.13636363636363638, 'O': 0.4090909090909091, 'Li': 0.09090909090909093, 'F': 0.09090909090909093}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Li': 24.3, 'F': 0.557}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Li': 6.941, 'F': 18.998}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Li': 0.98, 'F': 3.98}","{'K': '1+', 'C': '4+', 'O': '2-', 'Li': '1+', 'F': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Li': 1.67, 'F': 0.42}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Li': 1.45, 'F': 0.5}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Li': 1.34, 'F': 0.71}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Li': 520.2, 'F': 1681.0}","{'K': 'K', 'C': 'C', 'O': 'O', 'Li': 'Li', 'F': 'F'}",9.06,97.62163645833333,12.202704557291666
K2CO3-LiF,NaN,0.7-0.3,,,2.448,0.000523,,,,,,,,,,"{'K': 0.2916666666666667, 'C': 0.14583333333333334, 'O': 0.43749999999999994, 'Li': 0.0625, 'F': 0.0625}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Li': 24.3, 'F': 0.557}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Li': 6.941, 'F': 18.998}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Li': 0.98, 'F': 3.98}","{'K': '1+', 'C': '4+', 'O': '2-', 'Li': '1+', 'F': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Li': 1.67, 'F': 0.42}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Li': 1.45, 'F': 0.5}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Li': 1.34, 'F': 0.71}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Li': 520.2, 'F': 1681.0}","{'K': 'K', 'C': 'C', 'O': 'O', 'Li': 'Li', 'F': 'F'}",9.06,97.62163645833333,12.202704557291666
K2CO3-LiF,NaN,0.8-0.2,,,2.434,0.000507,,,,,,,,,,"{'K': 0.3076923076923077, 'C': 0.15384615384615385, 'O': 0.46153846153846156, 'Li': 0.038461538461538464, 'F': 0.038461538461538464}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Li': 24.3, 'F': 0.557}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Li': 6.941, 'F': 18.998}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Li': 0.98, 'F': 3.98}","{'K': '1+', 'C': '4+', 'O': '2-', 'Li': '1+', 'F': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Li': 1.67, 'F': 0.42}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Li': 1.45, 'F': 0.5}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Li': 1.34, 'F': 0.71}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Li': 520.2, 'F': 1681.0}","{'K': 'K', 'C': 'C', 'O': 'O', 'Li': 'Li', 'F': 'F'}",9.06,97.62163645833333,12.202704557291666
K2CO3-LiF,NaN,0.9-0.1,,,2.425,0.000499,,,,,,,,,,"{'K': 0.3214285714285714, 'C': 0.1607142857142857, 'O': 0.48214285714285715, 'Li': 0.017857142857142856, 'F': 0.017857142857142856}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Li': 24.3, 'F': 0.557}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Li': 6.941, 'F': 18.998}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Li': 0.98, 'F': 3.98}","{'K': '1+', 'C': '4+', 'O': '2-', 'Li': '1+', 'F': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Li': 1.67, 'F': 0.42}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Li': 1.45, 'F': 0.5}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Li': 1.34, 'F': 0.71}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Li': 520.2, 'F': 1681.0}","{'K': 'K', 'C': 'C', 'O': 'O', 'Li': 'Li', 'F': 'F'}",9.06,97.62163645833333,12.202704557291666
K2CO3-Na2CO3,NaN,0.0-1.0,,,2.4532,0.0004267,,,,,,,,,,"{'K': 0.0, 'C': 0.16666666666666666, 'O': 0.5, 'Na': 0.3333333333333333}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,0.1-0.9,,,2.4862,0.0004581,,,,,,,,,,"{'K': 0.03333333333333333, 'C': 0.16666666666666666, 'O': 0.5, 'Na': 0.3}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,0.2-0.8,,,2.4723,0.000452,0.16522,29465.06,,,,,,,,"{'K': 0.06666666666666667, 'C': 0.16666666666666663, 'O': 0.5, 'Na': 0.26666666666666666}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,0.25-0.75,,,2.4614,0.0004465,,,,,,,,,,"{'K': 0.08333333333333333, 'C': 0.16666666666666666, 'O': 0.5, 'Na': 0.25}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,0.3-0.7,,,2.4509,0.0004419,0.173835,28951.25,,,,,,,,"{'K': 0.1, 'C': 0.16666666666666669, 'O': 0.5, 'Na': 0.23333333333333336}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,0.4-0.6,,,2.4506,0.0004467,0.188624,28097.7,,,,,,,,"{'K': 0.13333333333333333, 'C': 0.16666666666666666, 'O': 0.5, 'Na': 0.19999999999999998}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,0.42-0.58,,,2.4413,0.0004406,,,,,,,,,,"{'K': 0.13999999999999999, 'C': 0.16666666666666666, 'O': 0.5, 'Na': 0.19333333333333333}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,0.5-0.5,,,2.4359,0.0004393,0.195419,27547.5,,,,,,,,"{'K': 0.16666666666666666, 'C': 0.16666666666666666, 'O': 0.5, 'Na': 0.16666666666666666}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,0.6-0.4,,,2.4278,0.0004366,0.208181,26761.73,,,,,,,,"{'K': 0.19999999999999998, 'C': 0.16666666666666666, 'O': 0.5, 'Na': 0.13333333333333333}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,0.7-0.3,,,2.424,0.0004375,0.203253,26763.4,,,,,,,,"{'K': 0.23333333333333336, 'C': 0.16666666666666669, 'O': 0.5, 'Na': 0.1}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,0.75-0.25,,,2.4243,0.0004405,,,,,,,,,,"{'K': 0.25, 'C': 0.16666666666666666, 'O': 0.5, 'Na': 0.08333333333333333}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,0.8-0.2,,,2.413,0.0004329,,,,,,,,,,"{'K': 0.26666666666666666, 'C': 0.16666666666666663, 'O': 0.5, 'Na': 0.06666666666666667}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-Na2CO3,NaN,1.0-0.0,,,2.4237,0.0004481,,,,,,,,,,"{'K': 0.3333333333333333, 'C': 0.16666666666666666, 'O': 0.5, 'Na': 0.0}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na'}",12.879999999999999,127.81997777777777,10.651664814814813
K2CO3-NaCl,NaN,0.111-0.889,,,2.1786,0.0005128,,,,,,,,,,"{'K': 0.09083469721767594, 'C': 0.04541734860883797, 'O': 0.13625204582651393, 'Na': 0.3637479541734861, 'Cl': 0.3637479541734861}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6, 'Cl': 2.18}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99, 'Cl': 35.453}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93, 'Cl': 3.16}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+', 'Cl': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9, 'Cl': 0.79}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8, 'Cl': 1.0}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54, 'Cl': 0.99}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8, 'Cl': 1251.2}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na', 'Cl': 'Cl'}",9.66,105.53950451388887,13.192438064236109
K2CO3-NaCl,NaN,0.176-0.824,,,2.1099,0.0004266,,,,,,,,,,"{'K': 0.1301775147928994, 'C': 0.0650887573964497, 'O': 0.19526627218934914, 'Na': 0.3047337278106509, 'Cl': 0.3047337278106509}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6, 'Cl': 2.18}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99, 'Cl': 35.453}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93, 'Cl': 3.16}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+', 'Cl': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9, 'Cl': 0.79}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8, 'Cl': 1.0}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54, 'Cl': 0.99}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8, 'Cl': 1251.2}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na', 'Cl': 'Cl'}",9.66,105.53950451388887,13.192438064236109
K2CO3-NaCl,NaN,0.25-0.75,,,2.1906,0.0004597,,,,,,,,,,"{'K': 0.16666666666666666, 'C': 0.08333333333333333, 'O': 0.25, 'Na': 0.25, 'Cl': 0.25}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6, 'Cl': 2.18}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99, 'Cl': 35.453}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93, 'Cl': 3.16}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+', 'Cl': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9, 'Cl': 0.79}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8, 'Cl': 1.0}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54, 'Cl': 0.99}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8, 'Cl': 1251.2}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na', 'Cl': 'Cl'}",9.66,105.53950451388887,13.192438064236109
K2CO3-NaCl,NaN,0.29-0.71,,,2.2026,0.0004577,,,,,,,,,,"{'K': 0.18354430379746836, 'C': 0.09177215189873418, 'O': 0.2753164556962025, 'Na': 0.22468354430379747, 'Cl': 0.22468354430379747}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6, 'Cl': 2.18}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99, 'Cl': 35.453}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93, 'Cl': 3.16}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+', 'Cl': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9, 'Cl': 0.79}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8, 'Cl': 1.0}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54, 'Cl': 0.99}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8, 'Cl': 1251.2}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na', 'Cl': 'Cl'}",9.66,105.53950451388887,13.192438064236109
K2CO3-NaCl,NaN,0.333-0.667,,,2.181,0.000415,,,,,,,,,,"{'K': 0.1998799519807923, 'C': 0.09993997599039615, 'O': 0.2998199279711885, 'Na': 0.20018007202881152, 'Cl': 0.20018007202881152}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6, 'Cl': 2.18}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99, 'Cl': 35.453}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93, 'Cl': 3.16}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+', 'Cl': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9, 'Cl': 0.79}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8, 'Cl': 1.0}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54, 'Cl': 0.99}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8, 'Cl': 1251.2}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na', 'Cl': 'Cl'}",9.66,105.53950451388887,13.192438064236109
K2CO3-NaCl,NaN,0.379-0.621,,,2.0997,0.0003166,,,,,,,,,,"{'K': 0.2155858930602958, 'C': 0.1077929465301479, 'O': 0.32337883959044367, 'Na': 0.1766211604095563, 'Cl': 0.1766211604095563}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6, 'Cl': 2.18}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99, 'Cl': 35.453}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93, 'Cl': 3.16}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+', 'Cl': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9, 'Cl': 0.79}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8, 'Cl': 1.0}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54, 'Cl': 0.99}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8, 'Cl': 1251.2}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na', 'Cl': 'Cl'}",9.66,105.53950451388887,13.192438064236109
