System,Mol Mass,Mol Frac,Melt(K),Boil(K),rho_a,rho_b,mu1_a,mu1_b,mu2_a,mu2_b,mu2_c,k_a,k_b,cp_a,cp_b,Composition,polarizability_element[10-24Cm3],atomic_mass_element,electronegativity_element,ionic_charge_element,atomic_radius_element[Angstrom],ionic_radius_element[Angstrom],covalent_radius_element[Angstrom],first_ionization_energy[kJ_per_mol],symbol,atomic_radius_components[Angstrom],ionic_polarizability_sum_components,ionic_polarizability_mean_components
K2CO3-NaCl,NaN,0.429-0.571,,,2.2315,0.0004254,,,,,,,,,,"{'K': 0.23089343379978472, 'C': 0.11544671689989236, 'O': 0.34634015069967705, 'Na': 0.15365984930032292, 'Cl': 0.15365984930032292}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6, 'Cl': 2.18}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99, 'Cl': 35.453}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93, 'Cl': 3.16}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+', 'Cl': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9, 'Cl': 0.79}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8, 'Cl': 1.0}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54, 'Cl': 0.99}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8, 'Cl': 1251.2}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na', 'Cl': 'Cl'}",9.66,105.53950451388887,13.192438064236109
K2CO3-NaCl,NaN,0.538-0.462,,,2.3094,0.0004531,,,,,,,,,,"{'K': 0.25915221579961467, 'C': 0.12957610789980734, 'O': 0.38872832369942195, 'Na': 0.11127167630057803, 'Cl': 0.11127167630057803}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6, 'Cl': 2.18}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99, 'Cl': 35.453}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93, 'Cl': 3.16}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+', 'Cl': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9, 'Cl': 0.79}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8, 'Cl': 1.0}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54, 'Cl': 0.99}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8, 'Cl': 1251.2}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na', 'Cl': 'Cl'}",9.66,105.53950451388887,13.192438064236109
K2CO3-NaCl,NaN,0.667-0.333,,,2.3815,0.00048,,,,,,,,,,"{'K': 0.28577549271636676, 'C': 0.14288774635818338, 'O': 0.4286632390745502, 'Na': 0.07133676092544987, 'Cl': 0.07133676092544987}","{'K': 43.4, 'C': 1.76, 'O': 0.802, 'Na': 23.6, 'Cl': 2.18}","{'K': 39.098, 'C': 12.011, 'O': 15.999, 'Na': 22.99, 'Cl': 35.453}","{'K': 0.82, 'C': 2.55, 'O': 3.44, 'Na': 0.93, 'Cl': 3.16}","{'K': '1+', 'C': '4+', 'O': '2-', 'Na': '1+', 'Cl': '1-'}","{'K': 2.43, 'C': 0.67, 'O': 0.48, 'Na': 1.9, 'Cl': 0.79}","{'K': 2.2, 'C': 0.7, 'O': 0.6, 'Na': 1.8, 'Cl': 1.0}","{'K': 1.96, 'C': 0.77, 'O': 0.73, 'Na': 1.54, 'Cl': 0.99}","{'K': 418.8, 'C': 1086.5, 'O': 1313.9, 'Na': 495.8, 'Cl': 1251.2}","{'K': 'K', 'C': 'C', 'O': 'O', 'Na': 'Na', 'Cl': 'Cl'}",9.66,105.53950451388887,13.192438064236109
K2Cr2O7,NaN,Pure Salt,,,2.753,0.000695,0.08051,28782.22,,,,,,,,"{'K': 0.18181818181818182, 'Cr': 0.18181818181818182, 'O': 0.6363636363636364}","{'K': 43.4, 'Cr': 6.8, 'O': 0.802}","{'K': 39.098, 'Cr': 51.996, 'O': 15.999}","{'K': 0.82, 'Cr': 1.66, 'O': 3.44}","{'K': '1+', 'Cr': '2+,3+,6+', 'O': '2-'}","{'K': 2.43, 'Cr': 1.66, 'O': 0.48}","{'K': 2.2, 'Cr': 1.4, 'O': 0.6}","{'K': 1.96, 'Cr': 1.27, 'O': 0.73}","{'K': 418.8, 'Cr': 652.9, 'O': 1313.9}","{'K': 'K', 'Cr': 'Cr', 'O': 'O'}",11.54,101.91744444444443,9.26522222222222
K2CrO4,NaN,Pure Salt,,,2.6328,0.0005,,,,,,,,,,"{'K': 0.2857142857142857, 'Cr': 0.14285714285714285, 'O': 0.5714285714285714}","{'K': 43.4, 'Cr': 6.8, 'O': 0.802}","{'K': 39.098, 'Cr': 51.996, 'O': 15.999}","{'K': 0.82, 'Cr': 1.66, 'O': 3.44}","{'K': '1+', 'Cr': '2+,3+,6+', 'O': '2-'}","{'K': 2.43, 'Cr': 1.66, 'O': 0.48}","{'K': 2.2, 'Cr': 1.4, 'O': 0.6}","{'K': 1.96, 'Cr': 1.27, 'O': 0.73}","{'K': 418.8, 'Cr': 652.9, 'O': 1313.9}","{'K': 'K', 'Cr': 'Cr', 'O': 'O'}",8.440000000000001,90.8401111111111,12.97715873015873
K2MoO4,NaN,Pure Salt,,,3.0944,0.0006082,0.289523,21360.1,,,,,,,,"{'K': 0.2857142857142857, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9}","{'K': 'K', 'Mo': 'Mo', 'O': 'O'}",8.68,97.0401111111111,13.862873015873015
K2MoO4-Li2MoO4,NaN,0.0-1.0,,,3.3983,0.0005499,,,,,,,,,,"{'K': 0.0, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714, 'Li': 0.2857142857142857}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802, 'Li': 24.3}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999, 'Li': 6.941}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44, 'Li': 0.98}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-', 'Li': '1+'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48, 'Li': 1.67}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6, 'Li': 1.45}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73, 'Li': 1.34}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9, 'Li': 520.2}","{'K': 'K', 'Mo': 'Mo', 'O': 'O', 'Li': 'Li'}",15.84,143.08072222222222,10.220051587301587
K2MoO4-Li2MoO4,NaN,0.199-0.801,,,3.297,0.000564,,,,,,,,,,"{'K': 0.05685714285714286, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714, 'Li': 0.22885714285714287}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802, 'Li': 24.3}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999, 'Li': 6.941}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44, 'Li': 0.98}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-', 'Li': '1+'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48, 'Li': 1.67}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6, 'Li': 1.45}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73, 'Li': 1.34}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9, 'Li': 520.2}","{'K': 'K', 'Mo': 'Mo', 'O': 'O', 'Li': 'Li'}",15.84,143.08072222222222,10.220051587301587
K2MoO4-Li2MoO4,NaN,0.33-0.67,,,3.2718,0.0006008,,,,,,,,,,"{'K': 0.09428571428571429, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714, 'Li': 0.19142857142857145}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802, 'Li': 24.3}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999, 'Li': 6.941}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44, 'Li': 0.98}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-', 'Li': '1+'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48, 'Li': 1.67}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6, 'Li': 1.45}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73, 'Li': 1.34}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9, 'Li': 520.2}","{'K': 'K', 'Mo': 'Mo', 'O': 'O', 'Li': 'Li'}",15.84,143.08072222222222,10.220051587301587
K2MoO4-Li2MoO4,NaN,0.393-0.607,,,3.1998,0.0005676,,,,,,,,,,"{'K': 0.1122857142857143, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714, 'Li': 0.17342857142857143}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802, 'Li': 24.3}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999, 'Li': 6.941}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44, 'Li': 0.98}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-', 'Li': '1+'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48, 'Li': 1.67}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6, 'Li': 1.45}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73, 'Li': 1.34}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9, 'Li': 520.2}","{'K': 'K', 'Mo': 'Mo', 'O': 'O', 'Li': 'Li'}",15.84,143.08072222222222,10.220051587301587
K2MoO4-Li2MoO4,NaN,0.5-0.5,,,3.2181,0.0006143,,,,,,,,,,"{'K': 0.14285714285714285, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714, 'Li': 0.14285714285714285}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802, 'Li': 24.3}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999, 'Li': 6.941}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44, 'Li': 0.98}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-', 'Li': '1+'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48, 'Li': 1.67}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6, 'Li': 1.45}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73, 'Li': 1.34}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9, 'Li': 520.2}","{'K': 'K', 'Mo': 'Mo', 'O': 'O', 'Li': 'Li'}",15.84,143.08072222222222,10.220051587301587
K2MoO4-Li2MoO4,NaN,0.534-0.466,,,3.2911,0.0007051,,,,,,,,,,"{'K': 0.15257142857142858, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714, 'Li': 0.13314285714285715}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802, 'Li': 24.3}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999, 'Li': 6.941}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44, 'Li': 0.98}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-', 'Li': '1+'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48, 'Li': 1.67}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6, 'Li': 1.45}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73, 'Li': 1.34}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9, 'Li': 520.2}","{'K': 'K', 'Mo': 'Mo', 'O': 'O', 'Li': 'Li'}",15.84,143.08072222222222,10.220051587301587
K2MoO4-Li2MoO4,NaN,0.6-0.4,,,3.1852,0.000621,,,,,,,,,,"{'K': 0.17142857142857143, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714, 'Li': 0.1142857142857143}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802, 'Li': 24.3}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999, 'Li': 6.941}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44, 'Li': 0.98}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-', 'Li': '1+'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48, 'Li': 1.67}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6, 'Li': 1.45}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73, 'Li': 1.34}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9, 'Li': 520.2}","{'K': 'K', 'Mo': 'Mo', 'O': 'O', 'Li': 'Li'}",15.84,143.08072222222222,10.220051587301587
K2MoO4-Li2MoO4,NaN,0.799-0.201,,,3.0438,0.0005581,,,,,,,,,,"{'K': 0.2282857142857143, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714, 'Li': 0.05742857142857143}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802, 'Li': 24.3}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999, 'Li': 6.941}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44, 'Li': 0.98}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-', 'Li': '1+'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48, 'Li': 1.67}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6, 'Li': 1.45}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73, 'Li': 1.34}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9, 'Li': 520.2}","{'K': 'K', 'Mo': 'Mo', 'O': 'O', 'Li': 'Li'}",15.84,143.08072222222222,10.220051587301587
K2MoO4-Li2MoO4,NaN,1.0-0.0,,,2.8854,0.0004531,,,,,,,,,,"{'K': 0.2857142857142857, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714, 'Li': 0.0}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802, 'Li': 24.3}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999, 'Li': 6.941}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44, 'Li': 0.98}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-', 'Li': '1+'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48, 'Li': 1.67}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6, 'Li': 1.45}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73, 'Li': 1.34}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9, 'Li': 520.2}","{'K': 'K', 'Mo': 'Mo', 'O': 'O', 'Li': 'Li'}",15.84,143.08072222222222,10.220051587301587
K2MoO4-MoO3,NaN,0.0-1.0,,,4.855,0.0015002,,,,,,,,,,"{'K': 0.0, 'Mo': 0.25, 'O': 0.75}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9}","{'K': 'K', 'Mo': 'Mo', 'O': 'O'}",12.02,114.31744444444443,10.392494949494948
K2MoO4-MoO3,NaN,0.1137-0.8863,,,4.307,0.0011337,,,,,,,,,,"{'K': 0.05238303655755454, 'Mo': 0.23035636129091705, 'O': 0.7172606021515284}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9}","{'K': 'K', 'Mo': 'Mo', 'O': 'O'}",12.02,114.31744444444443,10.392494949494948
K2MoO4-MoO3,NaN,0.1865-0.8135,,,4.2357,0.001098,,,,,,,,,,"{'K': 0.08180721570347627, 'Mo': 0.21932229411119641, 'O': 0.6988704901853274}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9}","{'K': 'K', 'Mo': 'Mo', 'O': 'O'}",12.02,114.31744444444443,10.392494949494948
K2MoO4-MoO3,NaN,0.2265-0.7735,,,4.1833,0.001125,,,,,,,,,,"{'K': 0.09680521423228977, 'Mo': 0.21369804466289133, 'O': 0.689496741104819}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9}","{'K': 'K', 'Mo': 'Mo', 'O': 'O'}",12.02,114.31744444444443,10.392494949494948
K2MoO4-MoO3,NaN,0.3146-0.6854,,,4.0865,0.0011186,,,,,,,,,,"{'K': 0.12727052065212996, 'Mo': 0.20227355475545128, 'O': 0.6704559245924189}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9}","{'K': 'K', 'Mo': 'Mo', 'O': 'O'}",12.02,114.31744444444443,10.392494949494948
K2MoO4-MoO3,NaN,0.398-0.602,,,3.9381,0.00105,,,,,,,,,,"{'K': 0.15325375433192145, 'Mo': 0.19252984212552945, 'O': 0.6542164035425492}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9}","{'K': 'K', 'Mo': 'Mo', 'O': 'O'}",12.02,114.31744444444443,10.392494949494948
K2MoO4-MoO3,NaN,0.4756-0.5244,,,3.67,0.0009951,,,,,,,,,,"{'K': 0.17527824869167835, 'Mo': 0.18427065674062063, 'O': 0.640451094567701}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9}","{'K': 'K', 'Mo': 'Mo', 'O': 'O'}",12.02,114.31744444444443,10.392494949494948
K2MoO4-MoO3,NaN,0.6987-0.3013,,,3.3588,0.0007145,,,,,,,,,,"{'K': 0.22922852315414774, 'Mo': 0.16403930381719461, 'O': 0.6067321730286577}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9}","{'K': 'K', 'Mo': 'Mo', 'O': 'O'}",12.02,114.31744444444443,10.392494949494948
K2MoO4-MoO3,NaN,0.8587-0.1413,,,2.9583,0.0004283,,,,,,,,,,"{'K': 0.2611578291084381, 'Mo': 0.1520658140843357, 'O': 0.5867763568072262}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9}","{'K': 'K', 'Mo': 'Mo', 'O': 'O'}",12.02,114.31744444444443,10.392494949494948
K2MoO4-MoO3,NaN,1.0-0.0,,,3.1339,0.0005425,,,,,,,,,,"{'K': 0.2857142857142857, 'Mo': 0.14285714285714285, 'O': 0.5714285714285714}","{'K': 43.4, 'Mo': 13.0, 'O': 0.802}","{'K': 39.098, 'Mo': 95.96, 'O': 15.999}","{'K': 0.82, 'Mo': 2.16, 'O': 3.44}","{'K': '1+', 'Mo': '3+, 6+', 'O': '2-'}","{'K': 2.43, 'Mo': 1.9, 'O': 0.48}","{'K': 2.2, 'Mo': 1.45, 'O': 0.6}","{'K': 1.96, 'Mo': 1.45, 'O': 0.73}","{'K': 418.8, 'Mo': 684.3, 'O': 1313.9}","{'K': 'K', 'Mo': 'Mo', 'O': 'O'}",12.02,114.31744444444443,10.392494949494948
K2O-Zn(PO3)2,NaN,0.116-0.884,,,2.9737,0.0001911,,,,,,,,,,"{'K': 0.04865771812080536, 'O': 0.5805369127516778, 'Zn': 0.18540268456375836, 'P': 0.18540268456375836}","{'K': 43.4, 'O': 0.802, 'Zn': 7.08, 'P': 3.63}","{'K': 39.098, 'O': 15.999, 'Zn': 65.38, 'P': 30.974}","{'K': 0.82, 'O': 3.44, 'Zn': 1.65, 'P': 2.19}","{'K': '1+', 'O': '2-', 'Zn': '2+', 'P': '5+,3+,3-'}","{'K': 2.43, 'O': 0.48, 'Zn': 1.42, 'P': 0.98}","{'K': 2.2, 'O': 0.6, 'Zn': 1.35, 'P': 1.0}","{'K': 1.96, 'O': 0.73, 'Zn': 1.31, 'P': 1.06}","{'K': 418.8, 'O': 1313.9, 'Zn': 906.4, 'P': 1011.8}","{'K': 'K', 'O': 'O', 'Zn': 'Zn', 'P': 'P'}",9.18,93.8927673611111,11.736595920138887
K2O-Zn(PO3)2,NaN,0.258-0.742,,,3.0305,0.0002671,,,,,,,,,,"{'K': 0.11507582515611062, 'O': 0.5539696699375557, 'Zn': 0.1654772524531668, 'P': 0.1654772524531668}","{'K': 43.4, 'O': 0.802, 'Zn': 7.08, 'P': 3.63}","{'K': 39.098, 'O': 15.999, 'Zn': 65.38, 'P': 30.974}","{'K': 0.82, 'O': 3.44, 'Zn': 1.65, 'P': 2.19}","{'K': '1+', 'O': '2-', 'Zn': '2+', 'P': '5+,3+,3-'}","{'K': 2.43, 'O': 0.48, 'Zn': 1.42, 'P': 0.98}","{'K': 2.2, 'O': 0.6, 'Zn': 1.35, 'P': 1.0}","{'K': 1.96, 'O': 0.73, 'Zn': 1.31, 'P': 1.06}","{'K': 418.8, 'O': 1313.9, 'Zn': 906.4, 'P': 1011.8}","{'K': 'K', 'O': 'O', 'Zn': 'Zn', 'P': 'P'}",9.18,93.8927673611111,11.736595920138887
K2O-Zn(PO3)2,NaN,0.434-0.566,,,3.0019,0.000333,,,,,,,,,,"{'K': 0.21006776379477252, 'O': 0.515972894482091, 'Zn': 0.13697967086156826, 'P': 0.13697967086156826}","{'K': 43.4, 'O': 0.802, 'Zn': 7.08, 'P': 3.63}","{'K': 39.098, 'O': 15.999, 'Zn': 65.38, 'P': 30.974}","{'K': 0.82, 'O': 3.44, 'Zn': 1.65, 'P': 2.19}","{'K': '1+', 'O': '2-', 'Zn': '2+', 'P': '5+,3+,3-'}","{'K': 2.43, 'O': 0.48, 'Zn': 1.42, 'P': 0.98}","{'K': 2.2, 'O': 0.6, 'Zn': 1.35, 'P': 1.0}","{'K': 1.96, 'O': 0.73, 'Zn': 1.31, 'P': 1.06}","{'K': 418.8, 'O': 1313.9, 'Zn': 906.4, 'P': 1011.8}","{'K': 'K', 'O': 'O', 'Zn': 'Zn', 'P': 'P'}",9.18,93.8927673611111,11.736595920138887
K2SO4,NaN,Pure Salt,,,2.4697,0.0004473,,,,,,,,,,"{'K': 0.2857142857142857, 'S': 0.14285714285714285, 'O': 0.5714285714285714}","{'K': 43.4, 'S': 2.9, 'O': 0.802}","{'K': 39.098, 'S': 32.065, 'O': 15.999}","{'K': 0.82, 'S': 2.58, 'O': 3.44}","{'K': '1+', 'S': '2+,2-,4+,6+', 'O': '2-'}","{'K': 2.43, 'S': 0.88, 'O': 0.48}","{'K': 2.2, 'S': 1.0, 'O': 0.6}","{'K': 1.96, 'S': 1.02, 'O': 0.73}","{'K': 418.8, 'S': 999.6, 'O': 1313.9}","{'K': 'K', 'S': 'S', 'O': 'O'}",7.66,86.94011111111111,12.420015873015872
K2SO4-Li2CO3,NaN,0.0-1.0,,,2.131,0.000306,,,,,,,,,,"{'K': 0.0, 'S': 0.0, 'O': 0.5, 'Li': 0.3333333333333333, 'C': 0.16666666666666666}","{'K': 43.4, 'S': 2.9, 'O': 0.802, 'Li': 24.3, 'C': 1.76}","{'K': 39.098, 'S': 32.065, 'O': 15.999, 'Li': 6.941, 'C': 12.011}","{'K': 0.82, 'S': 2.58, 'O': 3.44, 'Li': 0.98, 'C': 2.55}","{'K': '1+', 'S': '2+,2-,4+,6+', 'O': '2-', 'Li': '1+', 'C': '4+'}","{'K': 2.43, 'S': 0.88, 'O': 0.48, 'Li': 1.67, 'C': 0.67}","{'K': 2.2, 'S': 1.0, 'O': 0.6, 'Li': 1.45, 'C': 0.7}","{'K': 1.96, 'S': 1.02, 'O': 0.73, 'Li': 1.34, 'C': 0.77}","{'K': 418.8, 'S': 999.6, 'O': 1313.9, 'Li': 520.2, 'C': 1086.5}","{'K': 'K', 'S': 'S', 'O': 'O', 'Li': 'Li', 'C': 'C'}",13.11,119.18854444444445,9.168349572649573
